rank,image_path,state,predicted_text,predicted_length,confidence,verified_text,notes
4820,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/006.jpg,DELAWARE,OTO2413,7,0.2286,,
4821,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/053.jpg,FLORIDA,AFA3955,7,0.269,,
4822,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/055.jpg,INDIANA,3ZP3I77,7,0.3695,,
4823,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/103.jpg,IOWA,2IG1111,7,0.2974,,
4824,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/116.jpg,KENTUCKY,O7A11HX,7,0.2939,,
4825,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/104.jpg,LOUISIANA,OIT6643,7,0.3326,,
4826,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/113.jpg,MAINE,AJQ4460,7,0.2586,,
4827,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/024.jpg,MASSACHUSETTS,OAT9115,7,0.3234,,
4828,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/067.jpg,MINNESOTA,ELAP367,7,0.3023,,
4829,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/021.jpg,MISSOURI,DEB912A,7,0.3768,,
4830,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/099.jpg,NEBRASKA,EAP4574,7,0.3512,,
4831,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/117.jpg,NEVADA,STA8LI7,7,0.2898,,
4832,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/129.jpg,NEW JERSEY,MOB0108,7,0.3368,,
4833,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/059.jpg,NEW MEXICO,QRJ7906,7,0.2704,,
4834,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/107.jpg,NORTH DAKOTA,ZBB7922,7,0.3659,,
4835,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/088.jpg,OKLAHOMA,GAJ8671,7,0.3326,,
4836,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/093.jpg,OREGON,MTT8888,7,0.2684,,
4837,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/096.jpg,RHODE ISLAND,I7I5977,7,0.2875,,
4838,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/SOUTH CAROLINA/3.jpg,SOUTH CAROLINA,MUZ3993,7,0.3784,,
4839,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/066.jpg,SOUTH DAKOTA,LSO8887,7,0.3245,,
4840,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/063.jpg,UTAH,DSG8989,7,0.3223,,
4841,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/010.jpg,VERMONT,BZF3013,7,0.2447,,
4842,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/107.jpg,ALABAMA,IT32690,7,0.3346,,
4843,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/063.jpg,AMERICAN SAMOA,E7A2E33,7,0.1961,,
4844,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/18.jpg,CNMI,ZQO9088,7,0.1596,,
4845,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/028.jpg,GUAM,Q537333,7,0.3478,,
4846,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/002.jpg,HAWAI,IDB0010,7,0.3362,,
4847,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/124.jpg,MISSIPPI,SZZ6441,7,0.3202,,
4848,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/129.jpg,PUERTO RICO,PEN0E43,7,0.3361,,
4849,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/107.jpg,U S VIRGIN ISLANDS,BBJ005,6,0.3227,,
4850,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/042.jpg,WASHINGTON DC,5371688,7,0.2918,,
4851,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/134.jpg,WYOMING,3AA1938,7,0.2372,,
4852,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/050.jpg,ARIZONA,LSH8807,7,0.2941,,
4853,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/CALIFORNIA/3.jpg,CALIFORNIA,CFJ9470,7,0.3313,,
4854,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/111.jpg,CONNECTICUT,ABO2662,7,0.2868,,
4855,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/131.jpg,GEORGIA,TLI1740,7,0.3544,,
4856,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/065.jpg,IDAHO,ASO7883,7,0.3052,,
4857,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/023.jpg,ILLINOIS,O3O3J08,7,0.3192,,
4858,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/076.jpg,KANSAS,SFI0994,7,0.2856,,
4859,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/137.jpg,MARYLAND,SA255TL,7,0.3695,,
4860,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/090.jpg,MICHIGAN,9398088,7,0.3258,,
4861,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/104.jpg,MONTANA,GQB9990,7,0.3191,,
4862,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/036.jpg,NEW HAMPSHIRE,CDI5774,7,0.2744,,
4863,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/102.jpg,NEW YORK,JSI4188,7,0.3249,,
4864,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/127.jpg,NORTH CAROLINA,LXN6644,7,0.3666,,
4865,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/080.jpg,OHIO,AQB4894,7,0.3034,,
4866,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/021.jpg,PENNSYLVANIA,LAB1L33,7,0.3087,,
4867,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/103.jpg,TENNESSEE,OOO1500,7,0.327,,
4868,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/144.jpg,TEXAS,EBJ8BN1,7,0.3666,,
4869,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/079.jpg,VIRGINIA,IVO9992,7,0.3151,,
4870,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/023.jpg,WASHINGTON,5OZ145P,7,0.369,,
4871,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/086.jpg,WEST VIRGINIA,I7T7733,7,0.274,,
4872,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/121.jpg,WISCONSIN,B7Z6770,7,0.3448,,
4873,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/005.jpg,ALASKA,CIZ9999,7,0.3108,,
4874,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/100.jpg,ARKANSAS,ATT8770,7,0.3035,,
4875,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/107.jpg,COLORADO,FAB3401,7,0.3244,,
4876,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/066.jpg,DELAWARE,33O5559,7,0.2215,,
4877,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/046.jpg,FLORIDA,IAP8108,7,0.2688,,
4878,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/067.jpg,INDIANA,PPZ37BF,7,0.3556,,
4879,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/121.jpg,IOWA,GSJ1145,7,0.2966,,
4880,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/020.jpg,KENTUCKY,APG0652,7,0.2822,,
4881,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/LOUISIANA/1.jpg,LOUISIANA,PRW5144,7,0.3309,,
4882,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/090.jpg,MAINE,ZZI5911,7,0.2577,,
4883,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/029.jpg,MASSACHUSETTS,39O1EE2,7,0.3074,,
4884,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/091.jpg,MINNESOTA,JJO0007,7,0.2946,,
4885,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/072.jpg,MISSOURI,23B7511,7,0.3761,,
4886,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/136.jpg,NEBRASKA,59S5165,7,0.3468,,
4887,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/057.jpg,NEVADA,MOO1180,7,0.2879,,
4888,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/134.jpg,NEW JERSEY,PQP1994,7,0.3302,,
4889,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/NEW MEXICO/2.jpg,NEW MEXICO,EPP1465,7,0.2676,,
4890,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/101.jpg,NORTH DAKOTA,PZZ5773,7,0.3553,,
4891,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/058.jpg,OKLAHOMA,A3Z1F1E,7,0.3323,,
4892,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/080.jpg,OREGON,CAR8REK,7,0.2651,,
4893,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/152.jpg,RHODE ISLAND,PK99922,7,0.2867,,
4894,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/106.jpg,SOUTH CAROLINA,CPZ7249,7,0.3743,,
4895,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/028.jpg,SOUTH DAKOTA,A773095,7,0.3228,,
4896,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/010.jpg,UTAH,FT74642,7,0.3179,,
4897,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/VERMONT/1.jpg,VERMONT,OZJ0600,7,0.2426,,
4898,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/148.jpg,ALABAMA,STP9555,7,0.3231,,
4899,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/AMERICAN SAMOA/5.jpg,AMERICAN SAMOA,TII2653,7,0.1959,,
4900,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/61.jpg,CNMI,LTG9942,7,0.1571,,
4901,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/143.jpg,GUAM,A6Z4H8F,7,0.3402,,
4902,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/072.jpg,HAWAI,EOR2942,7,0.3239,,
4903,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/MISSIPPI/2.jpg,MISSIPPI,BOA9335,7,0.3092,,
4904,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/124.jpg,PUERTO RICO,HARRR11,7,0.3322,,
4905,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/093.jpg,U S VIRGIN ISLANDS,MST3335,7,0.3222,,
4906,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/033.jpg,WASHINGTON DC,PSB8888,7,0.2909,,
4907,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/013.jpg,WYOMING,BAI1382,7,0.2313,,
4908,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/ARIZONA/2.jpg,ARIZONA,AZE5731,7,0.2917,,
4909,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/145.jpg,CALIFORNIA,3T611J0,7,0.3198,,
4910,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/007.jpg,CONNECTICUT,QRJ4114,7,0.2834,,
4911,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/071.jpg,GEORGIA,WEP1JH1,7,0.3507,,
4912,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/IDAHO/2.jpg,IDAHO,PZA2612,7,0.298,,
4913,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/099.jpg,ILLINOIS,IT73855,7,0.3121,,
4914,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/KANSAS/4.jpg,KANSAS,6ZOL009,7,0.2848,,
4915,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/069.jpg,MARYLAND,5CY0953,7,0.3658,,
4916,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/133.jpg,MICHIGAN,9SJ8L00,7,0.3099,,
4917,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/131.jpg,MONTANA,3AAAD65,7,0.3169,,
4918,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/113.jpg,NEW HAMPSHIRE,WLE9M05,7,0.2733,,
4919,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/068.jpg,NEW YORK,Z9O1100,7,0.322,,
4920,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/106.jpg,NORTH CAROLINA,ODP4657,7,0.3589,,
4921,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/091.jpg,OHIO,OBJ0736,7,0.2994,,
4922,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/084.jpg,PENNSYLVANIA,ZRZ2000,7,0.3018,,
4923,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/120.jpg,TENNESSEE,TBB1513,7,0.3224,,
4924,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/032.jpg,TEXAS,TRZ3347,7,0.3571,,
4925,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/039.jpg,VIRGINIA,JVA1011,7,0.3083,,
4926,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/130.jpg,WASHINGTON,ZGZ711B,7,0.3659,,
4927,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/WEST VIRGINIA/1.jpg,WEST VIRGINIA,AZT1055,7,0.266,,
4928,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/041.jpg,WISCONSIN,TZB441L,7,0.335,,
4929,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/116.jpg,ALASKA,MRQ2230,7,0.3083,,
4930,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/098.jpg,ARKANSAS,6ZT11CW,7,0.2962,,
4931,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/COLORADO/019.jpg,COLORADO,LZB6800,7,0.3243,,
4932,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/DELAWARE/045.jpg,DELAWARE,QPO2764,7,0.2061,,
4933,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/052.jpg,FLORIDA,UZJ7MFX,7,0.2639,,
4934,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/082.jpg,INDIANA,4G98D0S,7,0.3525,,
4935,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/042.jpg,IOWA,QSC3406,7,0.2963,,
4936,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KENTUCKY/070.jpg,KENTUCKY,3O59113,7,0.2816,,
4937,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/097.jpg,LOUISIANA,SAEP002,7,0.3158,,
4938,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/139.jpg,MAINE,Z954889,7,0.2572,,
4939,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/137.jpg,MASSACHUSETTS,AAD4445,7,0.3041,,
4940,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/010.jpg,MINNESOTA,3BD7AW7,7,0.2889,,
4941,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/091.jpg,MISSOURI,33A1H5R,7,0.3724,,
4942,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/034.jpg,NEBRASKA,G7AA782,7,0.3468,,
4943,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/067.jpg,NEVADA,AJUHL22,7,0.2755,,
4944,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/148.jpg,NEW JERSEY,OTZ0H50,7,0.3266,,
4945,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/056.jpg,NEW MEXICO,MQQ9996,7,0.2584,,
4946,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/057.jpg,NORTH DAKOTA,QBB9166,7,0.3539,,
4947,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/066.jpg,OKLAHOMA,QRA6432,7,0.315,,
4948,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/048.jpg,OREGON,2ZZ2222,7,0.2602,,
4949,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/RHODE ISLAND/120.jpg,RHODE ISLAND,ZZG2666,7,0.2854,,
4950,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH CAROLINA/086.jpg,SOUTH CAROLINA,BT68720,7,0.3616,,
4951,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/SOUTH DAKOTA/081.jpg,SOUTH DAKOTA,OBB6966,7,0.3221,,
4952,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/UTAH/095.jpg,UTAH,YBI2111,7,0.3177,,
4953,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VERMONT/124.jpg,VERMONT,AOO0971,7,0.2367,,
4954,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALABAMA/083.jpg,ALABAMA,ATIV362,7,0.3215,,
4955,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/AMERICAN SAMOA/092.jpg,AMERICAN SAMOA,2AO8443,7,0.1938,,
4956,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CNMI/85.jpg,CNMI,MI32332,7,0.155,,
4957,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GUAM/019.jpg,GUAM,OJJ8099,7,0.3285,,
4958,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/HAWAI/082.jpg,HAWAI,ZZZ241N,7,0.3225,,
4959,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSIPPI/098.jpg,MISSIPPI,MLC3133,7,0.3077,,
4960,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PUERTO RICO/018.jpg,PUERTO RICO,LO77857,7,0.3305,,
4961,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/U S VIRGIN ISLANDS/127.jpg,U S VIRGIN ISLANDS,TRP1762,7,0.3132,,
4962,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON DC/137.jpg,WASHINGTON DC,MPQ4499,7,0.2841,,
4963,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WYOMING/058.jpg,WYOMING,7IA1453,7,0.2253,,
4964,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARIZONA/088.jpg,ARIZONA,O59651L,7,0.286,,
4965,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CALIFORNIA/057.jpg,CALIFORNIA,OOZ7447,7,0.3183,,
4966,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/CONNECTICUT/051.jpg,CONNECTICUT,UUCJ05H,7,0.2833,,
4967,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/GEORGIA/077.jpg,GEORGIA,ZZG0AHJ,7,0.349,,
4968,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IDAHO/033.jpg,IDAHO,G5J3J81,7,0.298,,
4969,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ILLINOIS/033.jpg,ILLINOIS,ABJ5888,7,0.3019,,
4970,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/KANSAS/084.jpg,KANSAS,GTZ0788,7,0.2729,,
4971,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MARYLAND/131.jpg,MARYLAND,6CV5736,7,0.3605,,
4972,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MICHIGAN/023.jpg,MICHIGAN,YBZ1833,7,0.3074,,
4973,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MONTANA/093.jpg,MONTANA,ASU0399,7,0.3161,,
4974,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW HAMPSHIRE/041.jpg,NEW HAMPSHIRE,LAO0035,7,0.2679,,
4975,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW YORK/086.jpg,NEW YORK,MTT5339,7,0.3185,,
4976,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH CAROLINA/138.jpg,NORTH CAROLINA,OCEA196,7,0.3539,,
4977,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OHIO/072.jpg,OHIO,JAR8889,7,0.2994,,
4978,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/PENNSYLVANIA/010.jpg,PENNSYLVANIA,ROO0L42,7,0.2895,,
4979,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TENNESSEE/038.jpg,TENNESSEE,S9Z1L5K,7,0.3185,,
4980,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/TEXAS/006.jpg,TEXAS,IHZ6779,7,0.3569,,
4981,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/VIRGINIA/085.jpg,VIRGINIA,OZA1609,7,0.3028,,
4982,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WASHINGTON/118.jpg,WASHINGTON,OZZ441M,7,0.3656,,
4983,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WEST VIRGINIA/017.jpg,WEST VIRGINIA,MTZ7723,7,0.2623,,
4984,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/WISCONSIN/110.jpg,WISCONSIN,9AZ17H1,7,0.3297,,
4985,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ALASKA/129.jpg,ALASKA,SNO1H7E,7,0.3076,,
4986,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/ARKANSAS/063.jpg,ARKANSAS,ZAOWA88,7,0.2959,,
4987,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/COLORADO/2.jpg,COLORADO,YFB3915,7,0.3211,,
4988,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/valid/DELAWARE/4.jpg,DELAWARE,CBS7531,7,0.2013,,
4989,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/FLORIDA/110.jpg,FLORIDA,QJD2314,7,0.2436,,
4990,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/INDIANA/014.jpg,INDIANA,7IA2000,7,0.3383,,
4991,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/IOWA/065.jpg,IOWA,SIB9803,7,0.2779,,
4992,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/test/KENTUCKY/4.jpg,KENTUCKY,A7O1FFX,7,0.2809,,
4993,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/LOUISIANA/106.jpg,LOUISIANA,BOB7BLE,7,0.308,,
4994,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MAINE/085.jpg,MAINE,OOD4824,7,0.2559,,
4995,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MASSACHUSETTS/138.jpg,MASSACHUSETTS,QTZ2771,7,0.2996,,
4996,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MINNESOTA/016.jpg,MINNESOTA,A7O7HVW,7,0.288,,
4997,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/MISSOURI/096.jpg,MISSOURI,9AO8RKJ,7,0.364,,
4998,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEBRASKA/124.jpg,NEBRASKA,2SCC977,7,0.2932,,
4999,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEVADA/001.jpg,NEVADA,RPA2601,7,0.2738,,
5000,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW JERSEY/102.jpg,NEW JERSEY,GBZ010P,7,0.3254,,
5001,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NEW MEXICO/021.jpg,NEW MEXICO,PPK2494,7,0.2557,,
5002,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/NORTH DAKOTA/138.jpg,NORTH DAKOTA,ES31554,7,0.3469,,
5003,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OKLAHOMA/073.jpg,OKLAHOMA,GTA3143,7,0.3128,,
5004,/workspace/home/alpr-week5/data/raw/kaggle_us_plates/new plates/train/OREGON/053.jpg,OREGON,BOD7771,7,0.2575,,
